cluster_label	neurotransmitter_label
CS20230722_CLUS_2841	CS20230722_NEUR_Glut
CS20230722_CLUS_2842	CS20230722_NEUR_Glut
CS20230722_CLUS_2843	CS20230722_NEUR_Glut
CS20230722_CLUS_2844	CS20230722_NEUR_Glut
CS20230722_CLUS_2845	CS20230722_NEUR_Glut
CS20230722_CLUS_2846	CS20230722_NEUR_Glut
CS20230722_CLUS_2847	CS20230722_NEUR_Glut
CS20230722_CLUS_2848	CS20230722_NEUR_Glut
CS20230722_CLUS_2849	CS20230722_NEUR_Glut
CS20230722_CLUS_2850	CS20230722_NEUR_Glut
CS20230722_CLUS_2851	CS20230722_NEUR_Glut
CS20230722_CLUS_2852	CS20230722_NEUR_Glut
CS20230722_CLUS_2853	CS20230722_NEUR_Glut
CS20230722_CLUS_2854	CS20230722_NEUR_Glut
CS20230722_CLUS_2855	CS20230722_NEUR_Glut
CS20230722_CLUS_2856	CS20230722_NEUR_Glut
CS20230722_CLUS_2857	CS20230722_NEUR_Glut
CS20230722_CLUS_2858	CS20230722_NEUR_Glut
CS20230722_CLUS_2859	CS20230722_NEUR_Glut
CS20230722_CLUS_2860	CS20230722_NEUR_Glut
CS20230722_CLUS_2861	CS20230722_NEUR_Glut
CS20230722_CLUS_2862	CS20230722_NEUR_Glut
CS20230722_CLUS_2863	CS20230722_NEUR_Glut
CS20230722_CLUS_2864	CS20230722_NEUR_Glut
CS20230722_CLUS_2865	CS20230722_NEUR_Glut
CS20230722_CLUS_2866	CS20230722_NEUR_Glut
CS20230722_CLUS_2867	CS20230722_NEUR_Glut
CS20230722_CLUS_2868	CS20230722_NEUR_Glut
CS20230722_CLUS_2869	CS20230722_NEUR_Glut
CS20230722_CLUS_2870	CS20230722_NEUR_Glut
CS20230722_CLUS_2871	CS20230722_NEUR_Glut
CS20230722_CLUS_2872	CS20230722_NEUR_Glut
CS20230722_CLUS_2873	CS20230722_NEUR_Glut
CS20230722_CLUS_2874	CS20230722_NEUR_Glut
CS20230722_CLUS_2875	CS20230722_NEUR_Glut
CS20230722_CLUS_2876	CS20230722_NEUR_Glut
CS20230722_CLUS_2877	CS20230722_NEUR_Glut
CS20230722_CLUS_2878	CS20230722_NEUR_Glut
CS20230722_CLUS_2879	CS20230722_NEUR_Glut
CS20230722_CLUS_2880	CS20230722_NEUR_Glut
CS20230722_CLUS_2881	CS20230722_NEUR_Glut
CS20230722_CLUS_2882	CS20230722_NEUR_Glut
CS20230722_CLUS_2883	CS20230722_NEUR_Glut
CS20230722_CLUS_2884	CS20230722_NEUR_Glut
CS20230722_CLUS_2885	CS20230722_NEUR_Glut
CS20230722_CLUS_2886	CS20230722_NEUR_Glut
CS20230722_CLUS_2887	CS20230722_NEUR_Glut
CS20230722_CLUS_2888	CS20230722_NEUR_Glut
CS20230722_CLUS_2889	CS20230722_NEUR_Glut
CS20230722_CLUS_2890	CS20230722_NEUR_Glut
CS20230722_CLUS_2891	CS20230722_NEUR_Glut
CS20230722_CLUS_2892	CS20230722_NEUR_Glut
CS20230722_CLUS_2893	CS20230722_NEUR_Glut
CS20230722_CLUS_2894	CS20230722_NEUR_Glut
CS20230722_CLUS_2895	CS20230722_NEUR_Glut
CS20230722_CLUS_2896	CS20230722_NEUR_Glut
CS20230722_CLUS_2897	CS20230722_NEUR_Glut
CS20230722_CLUS_2898	CS20230722_NEUR_Glut
CS20230722_CLUS_2899	CS20230722_NEUR_Glut
CS20230722_CLUS_2900	CS20230722_NEUR_Glut
CS20230722_CLUS_2901	CS20230722_NEUR_Glut
CS20230722_CLUS_2902	CS20230722_NEUR_Glut
CS20230722_CLUS_2903	CS20230722_NEUR_Glut
CS20230722_CLUS_2904	CS20230722_NEUR_Glut
CS20230722_CLUS_2905	CS20230722_NEUR_Glut
CS20230722_CLUS_2906	CS20230722_NEUR_Glut
CS20230722_CLUS_2907	CS20230722_NEUR_Glut
CS20230722_CLUS_2908	CS20230722_NEUR_Glut
CS20230722_CLUS_2909	CS20230722_NEUR_Glut
CS20230722_CLUS_2910	CS20230722_NEUR_Glut
CS20230722_CLUS_2911	CS20230722_NEUR_Glut
CS20230722_CLUS_2912	CS20230722_NEUR_Glut
CS20230722_CLUS_2913	CS20230722_NEUR_Glut
CS20230722_CLUS_2914	CS20230722_NEUR_Glut
CS20230722_CLUS_2915	CS20230722_NEUR_Glut
CS20230722_CLUS_2916	CS20230722_NEUR_Glut
CS20230722_CLUS_2917	CS20230722_NEUR_Glut
CS20230722_CLUS_2918	CS20230722_NEUR_Glut
CS20230722_CLUS_2919	CS20230722_NEUR_Glut
CS20230722_CLUS_2920	CS20230722_NEUR_Glut
CS20230722_CLUS_2921	CS20230722_NEUR_Glut
CS20230722_CLUS_2922	CS20230722_NEUR_Glut
CS20230722_CLUS_2923	CS20230722_NEUR_Glut
CS20230722_CLUS_2924	CS20230722_NEUR_Glut
CS20230722_CLUS_2925	CS20230722_NEUR_Glut
CS20230722_CLUS_2926	CS20230722_NEUR_Glut
CS20230722_CLUS_2927	CS20230722_NEUR_Glut
CS20230722_CLUS_2928	CS20230722_NEUR_Glut
CS20230722_CLUS_2929	CS20230722_NEUR_Glut
CS20230722_CLUS_2930	CS20230722_NEUR_Glut
CS20230722_CLUS_2931	CS20230722_NEUR_Glut
CS20230722_CLUS_2932	CS20230722_NEUR_Glut
CS20230722_CLUS_2933	CS20230722_NEUR_Glut
CS20230722_CLUS_2934	CS20230722_NEUR_Glut
CS20230722_CLUS_2935	CS20230722_NEUR_Glut
CS20230722_CLUS_2936	CS20230722_NEUR_Glut
CS20230722_CLUS_2937	CS20230722_NEUR_Glut
CS20230722_CLUS_2938	CS20230722_NEUR_Glut
CS20230722_CLUS_2939	CS20230722_NEUR_Glut
CS20230722_CLUS_2940	CS20230722_NEUR_Glut
CS20230722_CLUS_2941	CS20230722_NEUR_Glut
CS20230722_CLUS_2942	CS20230722_NEUR_Glut
CS20230722_CLUS_2943	CS20230722_NEUR_Glut
CS20230722_CLUS_2944	CS20230722_NEUR_Glut
CS20230722_CLUS_2945	CS20230722_NEUR_Glut
CS20230722_CLUS_2946	CS20230722_NEUR_Glut
CS20230722_CLUS_2947	CS20230722_NEUR_Glut
CS20230722_CLUS_2948	CS20230722_NEUR_Glut
CS20230722_CLUS_2949	CS20230722_NEUR_Glut
CS20230722_CLUS_2950	CS20230722_NEUR_Glut
CS20230722_CLUS_2951	CS20230722_NEUR_Glut
CS20230722_CLUS_2952	CS20230722_NEUR_Glut
CS20230722_CLUS_2953	CS20230722_NEUR_Glut
CS20230722_CLUS_2954	CS20230722_NEUR_Glut
CS20230722_CLUS_2955	CS20230722_NEUR_Glut
CS20230722_CLUS_2956	CS20230722_NEUR_Glut
CS20230722_CLUS_2957	CS20230722_NEUR_Glut
CS20230722_CLUS_2958	CS20230722_NEUR_Glut
CS20230722_CLUS_2959	CS20230722_NEUR_Glut
CS20230722_CLUS_2960	CS20230722_NEUR_Glut
CS20230722_CLUS_2961	CS20230722_NEUR_Glut
CS20230722_CLUS_2962	CS20230722_NEUR_Glut
CS20230722_CLUS_2963	CS20230722_NEUR_Glut
CS20230722_CLUS_2964	CS20230722_NEUR_Glut
CS20230722_CLUS_2965	CS20230722_NEUR_Glut
CS20230722_CLUS_2966	CS20230722_NEUR_Glut
CS20230722_CLUS_2967	CS20230722_NEUR_Glut
CS20230722_CLUS_2968	CS20230722_NEUR_Glut
CS20230722_CLUS_2969	CS20230722_NEUR_Glut
CS20230722_CLUS_2970	CS20230722_NEUR_Glut
CS20230722_CLUS_2971	CS20230722_NEUR_Glut
CS20230722_CLUS_2972	CS20230722_NEUR_Glut
CS20230722_CLUS_2973	CS20230722_NEUR_Glut
CS20230722_CLUS_2974	CS20230722_NEUR_Glut
CS20230722_CLUS_2975	CS20230722_NEUR_Glut
CS20230722_CLUS_2976	CS20230722_NEUR_Glut
CS20230722_CLUS_2977	CS20230722_NEUR_Glut
CS20230722_CLUS_2978	CS20230722_NEUR_Glut
CS20230722_CLUS_2979	CS20230722_NEUR_Glut
CS20230722_CLUS_2980	CS20230722_NEUR_Glut
CS20230722_CLUS_2981	CS20230722_NEUR_Glut
CS20230722_CLUS_2982	CS20230722_NEUR_Glut
CS20230722_CLUS_2983	CS20230722_NEUR_Glut
CS20230722_CLUS_2984	CS20230722_NEUR_Glut
CS20230722_CLUS_2985	CS20230722_NEUR_Glut
CS20230722_CLUS_2986	CS20230722_NEUR_Glut
CS20230722_CLUS_2987	CS20230722_NEUR_Glut
CS20230722_CLUS_2988	CS20230722_NEUR_Glut
CS20230722_CLUS_2989	CS20230722_NEUR_Glut
CS20230722_CLUS_2990	CS20230722_NEUR_Glut
CS20230722_CLUS_2991	CS20230722_NEUR_Glut
CS20230722_CLUS_2992	CS20230722_NEUR_Glut
CS20230722_CLUS_2993	CS20230722_NEUR_Glut
CS20230722_CLUS_2994	CS20230722_NEUR_Glut
CS20230722_CLUS_2995	CS20230722_NEUR_Glut
CS20230722_CLUS_2996	CS20230722_NEUR_Glut
CS20230722_CLUS_2997	CS20230722_NEUR_Glut
CS20230722_CLUS_2998	CS20230722_NEUR_Glut
CS20230722_CLUS_2999	CS20230722_NEUR_Glut
CS20230722_CLUS_3000	CS20230722_NEUR_Glut
CS20230722_CLUS_3001	CS20230722_NEUR_Glut
CS20230722_CLUS_3002	CS20230722_NEUR_Glut
CS20230722_CLUS_3003	CS20230722_NEUR_Glut
CS20230722_CLUS_3004	CS20230722_NEUR_Glut
CS20230722_CLUS_3005	CS20230722_NEUR_Glut
CS20230722_CLUS_3006	CS20230722_NEUR_Glut
CS20230722_CLUS_3007	CS20230722_NEUR_Glut
CS20230722_CLUS_3008	CS20230722_NEUR_Glut
CS20230722_CLUS_3009	CS20230722_NEUR_Glut
CS20230722_CLUS_3010	CS20230722_NEUR_Glut
CS20230722_CLUS_3011	CS20230722_NEUR_Glut
CS20230722_CLUS_3012	CS20230722_NEUR_Glut
CS20230722_CLUS_3013	CS20230722_NEUR_Glut
CS20230722_CLUS_3014	CS20230722_NEUR_Glut
CS20230722_CLUS_3015	CS20230722_NEUR_Glut
CS20230722_CLUS_3016	CS20230722_NEUR_Glut
CS20230722_CLUS_3017	CS20230722_NEUR_Glut
CS20230722_CLUS_3018	CS20230722_NEUR_Glut
CS20230722_CLUS_3019	CS20230722_NEUR_Glut
CS20230722_CLUS_3020	CS20230722_NEUR_Glut
CS20230722_CLUS_3021	CS20230722_NEUR_Glut
CS20230722_CLUS_3022	CS20230722_NEUR_Glut
CS20230722_CLUS_3023	CS20230722_NEUR_Glut
CS20230722_CLUS_3024	CS20230722_NEUR_Glut
CS20230722_CLUS_3025	CS20230722_NEUR_Glut
CS20230722_CLUS_3026	CS20230722_NEUR_Glut
CS20230722_CLUS_3027	CS20230722_NEUR_Glut
CS20230722_CLUS_3028	CS20230722_NEUR_Glut
CS20230722_CLUS_3029	CS20230722_NEUR_Glut
CS20230722_CLUS_3030	CS20230722_NEUR_Glut
CS20230722_CLUS_3031	CS20230722_NEUR_Glut
CS20230722_CLUS_3032	CS20230722_NEUR_Glut
CS20230722_CLUS_3033	CS20230722_NEUR_Glut
CS20230722_CLUS_3034	CS20230722_NEUR_Glut
CS20230722_CLUS_3035	CS20230722_NEUR_Glut
CS20230722_CLUS_3036	CS20230722_NEUR_Glut
CS20230722_CLUS_3037	CS20230722_NEUR_Glut
CS20230722_CLUS_3038	CS20230722_NEUR_Glut
CS20230722_CLUS_3039	CS20230722_NEUR_Glut
CS20230722_CLUS_3040	CS20230722_NEUR_Glut
CS20230722_CLUS_3041	CS20230722_NEUR_Glut
CS20230722_CLUS_3042	CS20230722_NEUR_Glut
CS20230722_CLUS_3043	CS20230722_NEUR_Glut
CS20230722_CLUS_3044	CS20230722_NEUR_Glut
CS20230722_CLUS_3045	CS20230722_NEUR_Glut
CS20230722_CLUS_3046	CS20230722_NEUR_Glut
CS20230722_CLUS_3047	CS20230722_NEUR_Glut
CS20230722_CLUS_3048	CS20230722_NEUR_Glut
CS20230722_CLUS_3049	CS20230722_NEUR_Glut
CS20230722_CLUS_3050	CS20230722_NEUR_Glut
CS20230722_CLUS_3051	CS20230722_NEUR_Glut
CS20230722_CLUS_3052	CS20230722_NEUR_Glut
CS20230722_CLUS_3053	CS20230722_NEUR_Glut
CS20230722_CLUS_3054	CS20230722_NEUR_Glut
CS20230722_CLUS_3055	CS20230722_NEUR_Glut
CS20230722_CLUS_3056	CS20230722_NEUR_Glut
CS20230722_CLUS_3057	CS20230722_NEUR_Glut
CS20230722_CLUS_3058	CS20230722_NEUR_Glut
CS20230722_CLUS_3059	CS20230722_NEUR_Glut
CS20230722_CLUS_3060	CS20230722_NEUR_Glut
CS20230722_CLUS_3061	CS20230722_NEUR_Glut
CS20230722_CLUS_3062	CS20230722_NEUR_Glut
CS20230722_CLUS_3063	CS20230722_NEUR_Glut
CS20230722_CLUS_3064	CS20230722_NEUR_Glut
CS20230722_CLUS_3065	CS20230722_NEUR_Glut
CS20230722_CLUS_3066	CS20230722_NEUR_Glut
CS20230722_CLUS_3067	CS20230722_NEUR_Glut
CS20230722_CLUS_3068	CS20230722_NEUR_Glut
CS20230722_CLUS_3069	CS20230722_NEUR_Glut
CS20230722_CLUS_3070	CS20230722_NEUR_Glut
CS20230722_CLUS_3071	CS20230722_NEUR_Glut
CS20230722_CLUS_3072	CS20230722_NEUR_Glut
CS20230722_CLUS_3073	CS20230722_NEUR_Glut
CS20230722_CLUS_3074	CS20230722_NEUR_Glut
CS20230722_CLUS_3075	CS20230722_NEUR_Glut
CS20230722_CLUS_3076	CS20230722_NEUR_Glut
CS20230722_CLUS_3077	CS20230722_NEUR_Glut
CS20230722_CLUS_3078	CS20230722_NEUR_Glut
CS20230722_CLUS_3079	CS20230722_NEUR_Glut
CS20230722_CLUS_3080	CS20230722_NEUR_Glut
CS20230722_CLUS_3081	CS20230722_NEUR_Glut
CS20230722_CLUS_3082	CS20230722_NEUR_Glut
CS20230722_CLUS_3083	CS20230722_NEUR_Glut
CS20230722_CLUS_3084	CS20230722_NEUR_Glut
CS20230722_CLUS_3085	CS20230722_NEUR_Glut
CS20230722_CLUS_3086	CS20230722_NEUR_Glut
CS20230722_CLUS_3087	CS20230722_NEUR_Glut
CS20230722_CLUS_3088	CS20230722_NEUR_Glut
CS20230722_CLUS_3089	CS20230722_NEUR_Glut
CS20230722_CLUS_3090	CS20230722_NEUR_Glut
CS20230722_CLUS_3091	CS20230722_NEUR_Glut
CS20230722_CLUS_3092	CS20230722_NEUR_Glut
CS20230722_CLUS_3093	CS20230722_NEUR_Glut
CS20230722_CLUS_3094	CS20230722_NEUR_Glut
CS20230722_CLUS_3095	CS20230722_NEUR_Glut
CS20230722_CLUS_3096	CS20230722_NEUR_Glut
CS20230722_CLUS_3097	CS20230722_NEUR_Glut
CS20230722_CLUS_3098	CS20230722_NEUR_Glut
CS20230722_CLUS_3099	CS20230722_NEUR_Glut
CS20230722_CLUS_3100	CS20230722_NEUR_Glut
CS20230722_CLUS_3101	CS20230722_NEUR_Glut
CS20230722_CLUS_3102	CS20230722_NEUR_Glut
CS20230722_CLUS_3103	CS20230722_NEUR_Glut
CS20230722_CLUS_3104	CS20230722_NEUR_Glut
CS20230722_CLUS_3105	CS20230722_NEUR_Glut
CS20230722_CLUS_3106	CS20230722_NEUR_Glut
CS20230722_CLUS_3107	CS20230722_NEUR_Glut
CS20230722_CLUS_3108	CS20230722_NEUR_Glut
CS20230722_CLUS_3109	CS20230722_NEUR_Glut
CS20230722_CLUS_3110	CS20230722_NEUR_Glut
CS20230722_CLUS_3111	CS20230722_NEUR_Glut
CS20230722_CLUS_3112	CS20230722_NEUR_Glut
CS20230722_CLUS_3113	CS20230722_NEUR_Glut
CS20230722_CLUS_3114	CS20230722_NEUR_Glut
CS20230722_CLUS_3115	CS20230722_NEUR_Glut
CS20230722_CLUS_3116	CS20230722_NEUR_Glut
CS20230722_CLUS_3117	CS20230722_NEUR_Glut
CS20230722_CLUS_3118	CS20230722_NEUR_Glut
CS20230722_CLUS_3119	CS20230722_NEUR_Glut
CS20230722_CLUS_3120	CS20230722_NEUR_Glut
CS20230722_CLUS_3121	CS20230722_NEUR_Glut
CS20230722_CLUS_3122	CS20230722_NEUR_Glut
CS20230722_CLUS_3123	CS20230722_NEUR_Glut
CS20230722_CLUS_3124	CS20230722_NEUR_Glut
CS20230722_CLUS_3125	CS20230722_NEUR_Glut
CS20230722_CLUS_3126	CS20230722_NEUR_Glut
CS20230722_CLUS_3127	CS20230722_NEUR_Glut
CS20230722_CLUS_3128	CS20230722_NEUR_Glut
CS20230722_CLUS_3129	CS20230722_NEUR_Glut
CS20230722_CLUS_3130	CS20230722_NEUR_Glut
CS20230722_CLUS_3131	CS20230722_NEUR_Glut
CS20230722_CLUS_3132	CS20230722_NEUR_Glut
CS20230722_CLUS_3133	CS20230722_NEUR_Glut
CS20230722_CLUS_3134	CS20230722_NEUR_Glut
CS20230722_CLUS_3135	CS20230722_NEUR_Glut
CS20230722_CLUS_3136	CS20230722_NEUR_Glut
CS20230722_CLUS_3137	CS20230722_NEUR_Glut
CS20230722_CLUS_3138	CS20230722_NEUR_Glut
CS20230722_CLUS_3139	CS20230722_NEUR_Glut
CS20230722_CLUS_3140	CS20230722_NEUR_Glut
CS20230722_CLUS_3141	CS20230722_NEUR_Glut
CS20230722_CLUS_3142	CS20230722_NEUR_Glut
CS20230722_CLUS_3143	CS20230722_NEUR_Glut
CS20230722_CLUS_3144	CS20230722_NEUR_Glut
CS20230722_CLUS_3145	CS20230722_NEUR_Glut
CS20230722_CLUS_3146	CS20230722_NEUR_Glut
CS20230722_CLUS_3147	CS20230722_NEUR_Glut
CS20230722_CLUS_3148	CS20230722_NEUR_Glut
CS20230722_CLUS_3149	CS20230722_NEUR_Glut
CS20230722_CLUS_3150	CS20230722_NEUR_Glut
CS20230722_CLUS_3151	CS20230722_NEUR_Glut
CS20230722_CLUS_3152	CS20230722_NEUR_Glut
CS20230722_CLUS_3153	CS20230722_NEUR_Glut
CS20230722_CLUS_3154	CS20230722_NEUR_Glut
CS20230722_CLUS_3155	CS20230722_NEUR_Glut
CS20230722_CLUS_3156	CS20230722_NEUR_Glut
CS20230722_CLUS_3157	CS20230722_NEUR_Glut
CS20230722_CLUS_3158	CS20230722_NEUR_Glut
CS20230722_CLUS_3159	CS20230722_NEUR_Glut
CS20230722_CLUS_3160	CS20230722_NEUR_Glut
CS20230722_CLUS_3161	CS20230722_NEUR_Glut
CS20230722_CLUS_3162	CS20230722_NEUR_Glut
CS20230722_CLUS_3163	CS20230722_NEUR_Glut
CS20230722_CLUS_3164	CS20230722_NEUR_Glut
CS20230722_CLUS_3165	CS20230722_NEUR_Glut
CS20230722_CLUS_3166	CS20230722_NEUR_Glut
CS20230722_CLUS_3167	CS20230722_NEUR_Glut
CS20230722_CLUS_3168	CS20230722_NEUR_Glut
CS20230722_CLUS_3169	CS20230722_NEUR_Glut
CS20230722_CLUS_3170	CS20230722_NEUR_Glut
CS20230722_CLUS_3171	CS20230722_NEUR_Glut
CS20230722_CLUS_3172	CS20230722_NEUR_Glut
CS20230722_CLUS_3173	CS20230722_NEUR_Glut
CS20230722_CLUS_3174	CS20230722_NEUR_Glut
CS20230722_CLUS_3175	CS20230722_NEUR_Glut
CS20230722_CLUS_3176	CS20230722_NEUR_Glut
CS20230722_CLUS_3177	CS20230722_NEUR_Glut
CS20230722_CLUS_3178	CS20230722_NEUR_Glut
CS20230722_CLUS_3179	CS20230722_NEUR_Glut
CS20230722_CLUS_3180	CS20230722_NEUR_Glut
CS20230722_CLUS_3181	CS20230722_NEUR_Glut
CS20230722_CLUS_3182	CS20230722_NEUR_Glut
CS20230722_CLUS_3183	CS20230722_NEUR_Glut
CS20230722_CLUS_3184	CS20230722_NEUR_Glut
CS20230722_CLUS_3185	CS20230722_NEUR_Glut
CS20230722_CLUS_3186	CS20230722_NEUR_Glut
CS20230722_CLUS_3187	CS20230722_NEUR_Glut
CS20230722_CLUS_3188	CS20230722_NEUR_Glut
CS20230722_CLUS_3189	CS20230722_NEUR_Glut
CS20230722_CLUS_3190	CS20230722_NEUR_Glut
CS20230722_CLUS_3191	CS20230722_NEUR_Glut
CS20230722_CLUS_3192	CS20230722_NEUR_Glut
CS20230722_CLUS_3193	CS20230722_NEUR_Glut
CS20230722_CLUS_3194	CS20230722_NEUR_Glut
CS20230722_CLUS_3195	CS20230722_NEUR_Glut
CS20230722_CLUS_3196	CS20230722_NEUR_Glut
CS20230722_CLUS_3197	CS20230722_NEUR_Glut
CS20230722_CLUS_3198	CS20230722_NEUR_Glut
CS20230722_CLUS_3199	CS20230722_NEUR_Glut
CS20230722_CLUS_3200	CS20230722_NEUR_Glut
CS20230722_CLUS_3201	CS20230722_NEUR_Glut
CS20230722_CLUS_3202	CS20230722_NEUR_Glut
CS20230722_CLUS_3203	CS20230722_NEUR_Glut
CS20230722_CLUS_3204	CS20230722_NEUR_Glut
CS20230722_CLUS_3205	CS20230722_NEUR_Glut
CS20230722_CLUS_3206	CS20230722_NEUR_Glut
CS20230722_CLUS_3207	CS20230722_NEUR_Glut
CS20230722_CLUS_3208	CS20230722_NEUR_Glut
CS20230722_CLUS_3209	CS20230722_NEUR_Glut
CS20230722_CLUS_3210	CS20230722_NEUR_Glut
CS20230722_CLUS_3211	CS20230722_NEUR_Glut
CS20230722_CLUS_3212	CS20230722_NEUR_Glut
CS20230722_CLUS_3213	CS20230722_NEUR_Glut
CS20230722_CLUS_3214	CS20230722_NEUR_Glut
CS20230722_CLUS_3215	CS20230722_NEUR_Glut
CS20230722_CLUS_3216	CS20230722_NEUR_Glut
CS20230722_CLUS_3217	CS20230722_NEUR_Glut
CS20230722_CLUS_3218	CS20230722_NEUR_Glut
CS20230722_CLUS_3219	CS20230722_NEUR_Glut
CS20230722_CLUS_3220	CS20230722_NEUR_Glut
CS20230722_CLUS_3221	CS20230722_NEUR_Glut
CS20230722_CLUS_3222	CS20230722_NEUR_Glut
CS20230722_CLUS_3223	CS20230722_NEUR_Glut
CS20230722_CLUS_3224	CS20230722_NEUR_Glut
CS20230722_CLUS_3225	CS20230722_NEUR_Glut
CS20230722_CLUS_3226	CS20230722_NEUR_Glut
CS20230722_CLUS_3227	CS20230722_NEUR_Glut
CS20230722_CLUS_3228	CS20230722_NEUR_Glut
CS20230722_CLUS_3229	CS20230722_NEUR_Glut
CS20230722_CLUS_3230	CS20230722_NEUR_Glut
CS20230722_CLUS_3231	CS20230722_NEUR_Glut
CS20230722_CLUS_3232	CS20230722_NEUR_Glut
CS20230722_CLUS_3233	CS20230722_NEUR_Glut
CS20230722_CLUS_3234	CS20230722_NEUR_Glut
CS20230722_CLUS_3235	CS20230722_NEUR_Glut
CS20230722_CLUS_3236	CS20230722_NEUR_Glut
CS20230722_CLUS_3237	CS20230722_NEUR_Glut
CS20230722_CLUS_3238	CS20230722_NEUR_Glut
CS20230722_CLUS_3239	CS20230722_NEUR_Glut
CS20230722_CLUS_3240	CS20230722_NEUR_Glut
CS20230722_CLUS_3241	CS20230722_NEUR_Glut
CS20230722_CLUS_3242	CS20230722_NEUR_Glut
CS20230722_CLUS_3243	CS20230722_NEUR_Glut
CS20230722_CLUS_3244	CS20230722_NEUR_Glut
CS20230722_CLUS_3245	CS20230722_NEUR_Glut
CS20230722_CLUS_3246	CS20230722_NEUR_Glut
CS20230722_CLUS_3247	CS20230722_NEUR_Glut
CS20230722_CLUS_3248	CS20230722_NEUR_Glut
CS20230722_CLUS_3249	CS20230722_NEUR_Glut
CS20230722_CLUS_3250	CS20230722_NEUR_Glut
CS20230722_CLUS_3251	CS20230722_NEUR_Glut
CS20230722_CLUS_3252	CS20230722_NEUR_Glut
CS20230722_CLUS_3253	CS20230722_NEUR_Glut
CS20230722_CLUS_3254	CS20230722_NEUR_Glut
CS20230722_CLUS_3255	CS20230722_NEUR_Glut
CS20230722_CLUS_3256	CS20230722_NEUR_Glut
CS20230722_CLUS_3257	CS20230722_NEUR_Glut
CS20230722_CLUS_3258	CS20230722_NEUR_Glut
CS20230722_CLUS_3259	CS20230722_NEUR_Glut
CS20230722_CLUS_3260	CS20230722_NEUR_Glut
CS20230722_CLUS_3261	CS20230722_NEUR_Glut
CS20230722_CLUS_3262	CS20230722_NEUR_Glut
CS20230722_CLUS_3263	CS20230722_NEUR_Glut
CS20230722_CLUS_3264	CS20230722_NEUR_Glut
CS20230722_CLUS_3265	CS20230722_NEUR_Glut
CS20230722_CLUS_3266	CS20230722_NEUR_Glut
CS20230722_CLUS_3267	CS20230722_NEUR_Glut
CS20230722_CLUS_3268	CS20230722_NEUR_Glut
CS20230722_CLUS_3269	CS20230722_NEUR_Glut
CS20230722_CLUS_3270	CS20230722_NEUR_Glut
CS20230722_CLUS_3271	CS20230722_NEUR_Glut
CS20230722_CLUS_3272	CS20230722_NEUR_Glut
CS20230722_CLUS_3273	CS20230722_NEUR_Glut
CS20230722_CLUS_3274	CS20230722_NEUR_Glut
CS20230722_CLUS_3275	CS20230722_NEUR_Glut
CS20230722_CLUS_3276	CS20230722_NEUR_Glut
CS20230722_CLUS_3277	CS20230722_NEUR_Glut
CS20230722_CLUS_3278	CS20230722_NEUR_Glut
CS20230722_CLUS_3279	CS20230722_NEUR_Glut
CS20230722_CLUS_3280	CS20230722_NEUR_Glut
CS20230722_CLUS_3281	CS20230722_NEUR_Glut
CS20230722_CLUS_3282	CS20230722_NEUR_Glut
CS20230722_CLUS_3283	CS20230722_NEUR_Glut
CS20230722_CLUS_3284	CS20230722_NEUR_Glut
CS20230722_CLUS_3285	CS20230722_NEUR_Glut
CS20230722_CLUS_3286	CS20230722_NEUR_Glut
CS20230722_CLUS_3287	CS20230722_NEUR_Glut
CS20230722_CLUS_3288	CS20230722_NEUR_Glut
CS20230722_CLUS_3289	CS20230722_NEUR_Glut
CS20230722_CLUS_3290	CS20230722_NEUR_Glut
CS20230722_CLUS_3291	CS20230722_NEUR_Glut
CS20230722_CLUS_3292	CS20230722_NEUR_Glut
CS20230722_CLUS_3293	CS20230722_NEUR_Glut
CS20230722_CLUS_3294	CS20230722_NEUR_Glut
CS20230722_CLUS_3295	CS20230722_NEUR_Glut
CS20230722_CLUS_3296	CS20230722_NEUR_Glut
CS20230722_CLUS_3297	CS20230722_NEUR_Glut
CS20230722_CLUS_3298	CS20230722_NEUR_Glut
CS20230722_CLUS_3299	CS20230722_NEUR_Glut
CS20230722_CLUS_3300	CS20230722_NEUR_Glut
CS20230722_CLUS_3301	CS20230722_NEUR_Glut
CS20230722_CLUS_3302	CS20230722_NEUR_Glut
CS20230722_CLUS_3303	CS20230722_NEUR_Glut
CS20230722_CLUS_3304	CS20230722_NEUR_Glut
CS20230722_CLUS_3305	CS20230722_NEUR_Glut
CS20230722_CLUS_3306	CS20230722_NEUR_Glut
CS20230722_CLUS_3307	CS20230722_NEUR_Glut
CS20230722_CLUS_3308	CS20230722_NEUR_Glut
CS20230722_CLUS_3309	CS20230722_NEUR_Glut
CS20230722_CLUS_3310	CS20230722_NEUR_Glut
CS20230722_CLUS_3311	CS20230722_NEUR_Glut
CS20230722_CLUS_3312	CS20230722_NEUR_Glut
CS20230722_CLUS_3313	CS20230722_NEUR_Glut
CS20230722_CLUS_3314	CS20230722_NEUR_Glut
CS20230722_CLUS_3315	CS20230722_NEUR_Glut
CS20230722_CLUS_3316	CS20230722_NEUR_Glut
CS20230722_CLUS_3317	CS20230722_NEUR_Glut
CS20230722_CLUS_3318	CS20230722_NEUR_Glut
CS20230722_CLUS_3319	CS20230722_NEUR_Glut
CS20230722_CLUS_3320	CS20230722_NEUR_Glut
CS20230722_CLUS_3321	CS20230722_NEUR_Glut
CS20230722_CLUS_3322	CS20230722_NEUR_Glut
