ID	Label	PrefLabel	Entity Type	TYPE	Property Assertions	Synonyms	Cluster_ID	Function	cell_set_preferred_alias	original_label	cell_set_label	cell_set_aligned_alias	cell_set_additional_aliases	cell_set_alias_assignee	cell_set_alias_citation	Metadata	Exemplar_of	Comment	Aliases	Rank
PCL_INDV:CS202211210_3250	MouseBrain 03250 - CS202211210_3250	3250 SCig Foxb1 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5366		CS202211210_3250		3250 SCig Foxb1 Glut		MouseBrain 03250			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113250			
PCL_INDV:CS202211210_3251	MouseBrain 03251 - CS202211210_3251	3251 SCig Foxb1 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5366		CS202211210_3251		3251 SCig Foxb1 Glut		MouseBrain 03251			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113251			
PCL_INDV:CS202211210_3252	MouseBrain 03252 - CS202211210_3252	3252 SCig Foxb1 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5366		CS202211210_3252		3252 SCig Foxb1 Glut		MouseBrain 03252			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113252			
PCL_INDV:CS202211210_3253	MouseBrain 03253 - CS202211210_3253	3253 SCdg Tfap2b Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5367		CS202211210_3253		3253 SCdg Tfap2b Glut		MouseBrain 03253			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113253			
PCL_INDV:CS202211210_3254	MouseBrain 03254 - CS202211210_3254	3254 SCdg Tfap2b Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5367		CS202211210_3254		3254 SCdg Tfap2b Glut		MouseBrain 03254			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113254			
PCL_INDV:CS202211210_3255	MouseBrain 03255 - CS202211210_3255	3255 SCdg Tfap2b Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5367		CS202211210_3255		3255 SCdg Tfap2b Glut		MouseBrain 03255			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113255			
PCL_INDV:CS202211210_3256	MouseBrain 03256 - CS202211210_3256	3256 SCdg Tfap2b Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5367		CS202211210_3256		3256 SCdg Tfap2b Glut		MouseBrain 03256			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113256			
PCL_INDV:CS202211210_3257	MouseBrain 03257 - CS202211210_3257	3257 SCdg Tfap2b Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5367		CS202211210_3257		3257 SCdg Tfap2b Glut		MouseBrain 03257			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113257			
PCL_INDV:CS202211210_3258	MouseBrain 03258 - CS202211210_3258	3258 SCdg Tfap2b Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5367		CS202211210_3258		3258 SCdg Tfap2b Glut		MouseBrain 03258			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113258			
PCL_INDV:CS202211210_3259	MouseBrain 03259 - CS202211210_3259	3259 SCdg Tfap2b Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5367		CS202211210_3259		3259 SCdg Tfap2b Glut		MouseBrain 03259			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113259			
PCL_INDV:CS202211210_3260	MouseBrain 03260 - CS202211210_3260	3260 SCig-ve Pitx2 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5368		CS202211210_3260		3260 SCig-ve Pitx2 Glut		MouseBrain 03260			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113260			
PCL_INDV:CS202211210_3261	MouseBrain 03261 - CS202211210_3261	3261 SCig-ve Pitx2 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5368		CS202211210_3261		3261 SCig-ve Pitx2 Glut		MouseBrain 03261			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113261			
PCL_INDV:CS202211210_3262	MouseBrain 03262 - CS202211210_3262	3262 SCig-ve Pitx2 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5368		CS202211210_3262		3262 SCig-ve Pitx2 Glut		MouseBrain 03262			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113262			
PCL_INDV:CS202211210_3263	MouseBrain 03263 - CS202211210_3263	3263 SCig-ve Pitx2 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5368		CS202211210_3263		3263 SCig-ve Pitx2 Glut		MouseBrain 03263			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113263			
PCL_INDV:CS202211210_3264	MouseBrain 03264 - CS202211210_3264	3264 SCig-ve Pitx2 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5368		CS202211210_3264		3264 SCig-ve Pitx2 Glut		MouseBrain 03264			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113264			
PCL_INDV:CS202211210_3265	MouseBrain 03265 - CS202211210_3265	3265 SCig-ve Pitx2 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5368		CS202211210_3265		3265 SCig-ve Pitx2 Glut		MouseBrain 03265			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113265			
PCL_INDV:CS202211210_3266	MouseBrain 03266 - CS202211210_3266	3266 SCig-ve Pitx2 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5368		CS202211210_3266		3266 SCig-ve Pitx2 Glut		MouseBrain 03266			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113266			
PCL_INDV:CS202211210_3267	MouseBrain 03267 - CS202211210_3267	3267 SCig-ve Pitx2 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5368		CS202211210_3267		3267 SCig-ve Pitx2 Glut		MouseBrain 03267			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113267			
PCL_INDV:CS202211210_3268	MouseBrain 03268 - CS202211210_3268	3268 SCig-ve Pitx2 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5368		CS202211210_3268		3268 SCig-ve Pitx2 Glut		MouseBrain 03268			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113268			
PCL_INDV:CS202211210_3269	MouseBrain 03269 - CS202211210_3269	3269 SCig-ve Pitx2 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5368		CS202211210_3269		3269 SCig-ve Pitx2 Glut		MouseBrain 03269			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113269			
PCL_INDV:CS202211210_3270	MouseBrain 03270 - CS202211210_3270	3270 SCig-ve Pitx2 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5368		CS202211210_3270		3270 SCig-ve Pitx2 Glut		MouseBrain 03270			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113270			
PCL_INDV:CS202211210_3271	MouseBrain 03271 - CS202211210_3271	3271 SCig-ve Pitx2 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5368		CS202211210_3271		3271 SCig-ve Pitx2 Glut		MouseBrain 03271			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113271			
PCL_INDV:CS202211210_3272	MouseBrain 03272 - CS202211210_3272	3272 SCig-ve Pitx2 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5368		CS202211210_3272		3272 SCig-ve Pitx2 Glut		MouseBrain 03272			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113272			
PCL_INDV:CS202211210_3273	MouseBrain 03273 - CS202211210_3273	3273 SCig-ve Pitx2 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5368		CS202211210_3273		3273 SCig-ve Pitx2 Glut		MouseBrain 03273			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113273			
PCL_INDV:CS202211210_3274	MouseBrain 03274 - CS202211210_3274	3274 SCig-ve Pitx2 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5368		CS202211210_3274		3274 SCig-ve Pitx2 Glut		MouseBrain 03274			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113274			
PCL_INDV:CS202211210_3275	MouseBrain 03275 - CS202211210_3275	3275 SCig-ve Pitx2 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5368		CS202211210_3275		3275 SCig-ve Pitx2 Glut		MouseBrain 03275			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113275			
PCL_INDV:CS202211210_3276	MouseBrain 03276 - CS202211210_3276	3276 SCig-ve Pitx2 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5368		CS202211210_3276		3276 SCig-ve Pitx2 Glut		MouseBrain 03276			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113276			
PCL_INDV:CS202211210_3277	MouseBrain 03277 - CS202211210_3277	3277 SCig-ve Pitx2 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5368		CS202211210_3277		3277 SCig-ve Pitx2 Glut		MouseBrain 03277			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113277			
PCL_INDV:CS202211210_3278	MouseBrain 03278 - CS202211210_3278	3278 SCig-ve Pitx2 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5368		CS202211210_3278		3278 SCig-ve Pitx2 Glut		MouseBrain 03278			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113278			
PCL_INDV:CS202211210_3279	MouseBrain 03279 - CS202211210_3279	3279 SCig-ve Pitx2 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5368		CS202211210_3279		3279 SCig-ve Pitx2 Glut		MouseBrain 03279			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113279			
PCL_INDV:CS202211210_3280	MouseBrain 03280 - CS202211210_3280	3280 IC Tfap2d Maf Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5369		CS202211210_3280		3280 IC Tfap2d Maf Glut		MouseBrain 03280			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113280			
PCL_INDV:CS202211210_3281	MouseBrain 03281 - CS202211210_3281	3281 IC Tfap2d Maf Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5369		CS202211210_3281		3281 IC Tfap2d Maf Glut		MouseBrain 03281			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113281			
PCL_INDV:CS202211210_3282	MouseBrain 03282 - CS202211210_3282	3282 IC Tfap2d Maf Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5369		CS202211210_3282		3282 IC Tfap2d Maf Glut		MouseBrain 03282			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113282			
PCL_INDV:CS202211210_3283	MouseBrain 03283 - CS202211210_3283	3283 IC Tfap2d Maf Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5369		CS202211210_3283		3283 IC Tfap2d Maf Glut		MouseBrain 03283			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113283			
PCL_INDV:CS202211210_3284	MouseBrain 03284 - CS202211210_3284	3284 IC Tfap2d Maf Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5369		CS202211210_3284		3284 IC Tfap2d Maf Glut		MouseBrain 03284			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113284			
PCL_INDV:CS202211210_3285	MouseBrain 03285 - CS202211210_3285	3285 IC Tfap2d Maf Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5369		CS202211210_3285		3285 IC Tfap2d Maf Glut		MouseBrain 03285			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113285			
PCL_INDV:CS202211210_3286	MouseBrain 03286 - CS202211210_3286	3286 IC Tfap2d Maf Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5369		CS202211210_3286		3286 IC Tfap2d Maf Glut		MouseBrain 03286			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113286			
PCL_INDV:CS202211210_3287	MouseBrain 03287 - CS202211210_3287	3287 IC Tfap2d Maf Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5369		CS202211210_3287		3287 IC Tfap2d Maf Glut		MouseBrain 03287			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113287			
PCL_INDV:CS202211210_3288	MouseBrain 03288 - CS202211210_3288	3288 IC Tfap2d Maf Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5369		CS202211210_3288		3288 IC Tfap2d Maf Glut		MouseBrain 03288			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113288			
PCL_INDV:CS202211210_3289	MouseBrain 03289 - CS202211210_3289	3289 IC Tfap2d Maf Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5369		CS202211210_3289		3289 IC Tfap2d Maf Glut		MouseBrain 03289			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113289			
PCL_INDV:CS202211210_3290	MouseBrain 03290 - CS202211210_3290	3290 IC Tfap2d Maf Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5369		CS202211210_3290		3290 IC Tfap2d Maf Glut		MouseBrain 03290			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113290			
PCL_INDV:CS202211210_3291	MouseBrain 03291 - CS202211210_3291	3291 IC Tfap2d Maf Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5369		CS202211210_3291		3291 IC Tfap2d Maf Glut		MouseBrain 03291			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113291			
PCL_INDV:CS202211210_3292	MouseBrain 03292 - CS202211210_3292	3292 IC Tfap2d Maf Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5369		CS202211210_3292		3292 IC Tfap2d Maf Glut		MouseBrain 03292			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113292			
PCL_INDV:CS202211210_3293	MouseBrain 03293 - CS202211210_3293	3293 IC Tfap2d Maf Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5369		CS202211210_3293		3293 IC Tfap2d Maf Glut		MouseBrain 03293			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113293			
PCL_INDV:CS202211210_3294	MouseBrain 03294 - CS202211210_3294	3294 IC Tfap2d Maf Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5369		CS202211210_3294		3294 IC Tfap2d Maf Glut		MouseBrain 03294			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113294			
PCL_INDV:CS202211210_3295	MouseBrain 03295 - CS202211210_3295	3295 IC Tfap2d Maf Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5369		CS202211210_3295		3295 IC Tfap2d Maf Glut		MouseBrain 03295			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113295			
PCL_INDV:CS202211210_3296	MouseBrain 03296 - CS202211210_3296	3296 IC Tfap2d Maf Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5369		CS202211210_3296		3296 IC Tfap2d Maf Glut		MouseBrain 03296			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113296			
PCL_INDV:CS202211210_3297	MouseBrain 03297 - CS202211210_3297	3297 IC Tfap2d Maf Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5369		CS202211210_3297		3297 IC Tfap2d Maf Glut		MouseBrain 03297			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113297			
PCL_INDV:CS202211210_3298	MouseBrain 03298 - CS202211210_3298	3298 IC Tfap2d Maf Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5369		CS202211210_3298		3298 IC Tfap2d Maf Glut		MouseBrain 03298			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113298			
PCL_INDV:CS202211210_3299	MouseBrain 03299 - CS202211210_3299	3299 IC Tfap2d Maf Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5369		CS202211210_3299		3299 IC Tfap2d Maf Glut		MouseBrain 03299			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113299			
PCL_INDV:CS202211210_3300	MouseBrain 03300 - CS202211210_3300	3300 IC Tfap2d Maf Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5369		CS202211210_3300		3300 IC Tfap2d Maf Glut		MouseBrain 03300			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113300			
PCL_INDV:CS202211210_3301	MouseBrain 03301 - CS202211210_3301	3301 IC Tfap2d Maf Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5369		CS202211210_3301		3301 IC Tfap2d Maf Glut		MouseBrain 03301			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113301			
PCL_INDV:CS202211210_3302	MouseBrain 03302 - CS202211210_3302	3302 IC Tfap2d Maf Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5369		CS202211210_3302		3302 IC Tfap2d Maf Glut		MouseBrain 03302			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113302			
PCL_INDV:CS202211210_3303	MouseBrain 03303 - CS202211210_3303	3303 IC Tfap2d Maf Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5369		CS202211210_3303		3303 IC Tfap2d Maf Glut		MouseBrain 03303			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113303			
PCL_INDV:CS202211210_3304	MouseBrain 03304 - CS202211210_3304	3304 IC Tfap2d Maf Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5369		CS202211210_3304		3304 IC Tfap2d Maf Glut		MouseBrain 03304			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113304			
PCL_INDV:CS202211210_3305	MouseBrain 03305 - CS202211210_3305	3305 IC Tfap2d Maf Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5369		CS202211210_3305		3305 IC Tfap2d Maf Glut		MouseBrain 03305			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113305			
PCL_INDV:CS202211210_3306	MouseBrain 03306 - CS202211210_3306	3306 IC Tfap2d Maf Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5369		CS202211210_3306		3306 IC Tfap2d Maf Glut		MouseBrain 03306			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113306			
PCL_INDV:CS202211210_3307	MouseBrain 03307 - CS202211210_3307	3307 IC Tfap2d Maf Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5369		CS202211210_3307		3307 IC Tfap2d Maf Glut		MouseBrain 03307			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113307			
PCL_INDV:CS202211210_3308	MouseBrain 03308 - CS202211210_3308	3308 IC Tfap2d Maf Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5369		CS202211210_3308		3308 IC Tfap2d Maf Glut		MouseBrain 03308			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113308			
PCL_INDV:CS202211210_3309	MouseBrain 03309 - CS202211210_3309	3309 IC Tfap2d Maf Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5369		CS202211210_3309		3309 IC Tfap2d Maf Glut		MouseBrain 03309			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113309			
PCL_INDV:CS202211210_3310	MouseBrain 03310 - CS202211210_3310	3310 IC Tfap2d Maf Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5369		CS202211210_3310		3310 IC Tfap2d Maf Glut		MouseBrain 03310			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113310			
PCL_INDV:CS202211210_3311	MouseBrain 03311 - CS202211210_3311	3311 IC Tfap2d Maf Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5369		CS202211210_3311		3311 IC Tfap2d Maf Glut		MouseBrain 03311			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113311			
PCL_INDV:CS202211210_3312	MouseBrain 03312 - CS202211210_3312	3312 IC Tfap2d Maf Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5369		CS202211210_3312		3312 IC Tfap2d Maf Glut		MouseBrain 03312			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113312			
PCL_INDV:CS202211210_3313	MouseBrain 03313 - CS202211210_3313	3313 IC Tfap2d Maf Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5369		CS202211210_3313		3313 IC Tfap2d Maf Glut		MouseBrain 03313			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113313			
PCL_INDV:CS202211210_3314	MouseBrain 03314 - CS202211210_3314	3314 IC Tfap2d Maf Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5369		CS202211210_3314		3314 IC Tfap2d Maf Glut		MouseBrain 03314			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113314			
PCL_INDV:CS202211210_3315	MouseBrain 03315 - CS202211210_3315	3315 IC Tfap2d Maf Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5369		CS202211210_3315		3315 IC Tfap2d Maf Glut		MouseBrain 03315			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113315			
PCL_INDV:CS202211210_3316	MouseBrain 03316 - CS202211210_3316	3316 IC Tfap2d Maf Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5369		CS202211210_3316		3316 IC Tfap2d Maf Glut		MouseBrain 03316			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113316			
PCL_INDV:CS202211210_3317	MouseBrain 03317 - CS202211210_3317	3317 IC Tfap2d Maf Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5369		CS202211210_3317		3317 IC Tfap2d Maf Glut		MouseBrain 03317			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113317			
PCL_INDV:CS202211210_3318	MouseBrain 03318 - CS202211210_3318	3318 IC Tfap2d Maf Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5369		CS202211210_3318		3318 IC Tfap2d Maf Glut		MouseBrain 03318			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113318			
PCL_INDV:CS202211210_3319	MouseBrain 03319 - CS202211210_3319	3319 IC Tfap2d Maf Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5369		CS202211210_3319		3319 IC Tfap2d Maf Glut		MouseBrain 03319			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113319			
PCL_INDV:CS202211210_3320	MouseBrain 03320 - CS202211210_3320	3320 IC Tfap2d Maf Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5369		CS202211210_3320		3320 IC Tfap2d Maf Glut		MouseBrain 03320			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113320			
PCL_INDV:CS202211210_3321	MouseBrain 03321 - CS202211210_3321	3321 IC Tfap2d Maf Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5369		CS202211210_3321		3321 IC Tfap2d Maf Glut		MouseBrain 03321			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113321			
PCL_INDV:CS202211210_3322	MouseBrain 03322 - CS202211210_3322	3322 IC Tfap2d Maf Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5369		CS202211210_3322		3322 IC Tfap2d Maf Glut		MouseBrain 03322			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113322			
PCL_INDV:CS202211210_3323	MouseBrain 03323 - CS202211210_3323	3323 IC Tfap2d Maf Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5369		CS202211210_3323		3323 IC Tfap2d Maf Glut		MouseBrain 03323			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113323			
PCL_INDV:CS202211210_3324	MouseBrain 03324 - CS202211210_3324	3324 IC Tfap2d Maf Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5369		CS202211210_3324		3324 IC Tfap2d Maf Glut		MouseBrain 03324			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113324			
PCL_INDV:CS202211210_3325	MouseBrain 03325 - CS202211210_3325	3325 CUN-PPN Evx2 Meis2 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5370		CS202211210_3325		3325 CUN-PPN Evx2 Meis2 Glut		MouseBrain 03325			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113325			
PCL_INDV:CS202211210_3326	MouseBrain 03326 - CS202211210_3326	3326 CUN-PPN Evx2 Meis2 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5370		CS202211210_3326		3326 CUN-PPN Evx2 Meis2 Glut		MouseBrain 03326			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113326			
PCL_INDV:CS202211210_3327	MouseBrain 03327 - CS202211210_3327	3327 CUN-PPN Evx2 Meis2 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5370		CS202211210_3327		3327 CUN-PPN Evx2 Meis2 Glut		MouseBrain 03327			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113327			
PCL_INDV:CS202211210_3328	MouseBrain 03328 - CS202211210_3328	3328 CUN-PPN Evx2 Meis2 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5370		CS202211210_3328		3328 CUN-PPN Evx2 Meis2 Glut		MouseBrain 03328			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113328			
PCL_INDV:CS202211210_3329	MouseBrain 03329 - CS202211210_3329	3329 CUN-PPN Evx2 Meis2 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5370		CS202211210_3329		3329 CUN-PPN Evx2 Meis2 Glut		MouseBrain 03329			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113329			
PCL_INDV:CS202211210_3330	MouseBrain 03330 - CS202211210_3330	3330 CUN-PPN Evx2 Meis2 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5370		CS202211210_3330		3330 CUN-PPN Evx2 Meis2 Glut		MouseBrain 03330			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113330			
PCL_INDV:CS202211210_3331	MouseBrain 03331 - CS202211210_3331	3331 CUN-PPN Evx2 Meis2 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5370		CS202211210_3331		3331 CUN-PPN Evx2 Meis2 Glut		MouseBrain 03331			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113331			
PCL_INDV:CS202211210_3332	MouseBrain 03332 - CS202211210_3332	3332 CUN-PPN Evx2 Meis2 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5370		CS202211210_3332		3332 CUN-PPN Evx2 Meis2 Glut		MouseBrain 03332			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113332			
PCL_INDV:CS202211210_3333	MouseBrain 03333 - CS202211210_3333	3333 CUN-PPN Evx2 Meis2 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5370		CS202211210_3333		3333 CUN-PPN Evx2 Meis2 Glut		MouseBrain 03333			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113333			
