cluster_id	cluster_label	supertype_id	supertype_label	supertype_id_label	subclass_id	subclass_label	subclass_id_label	class_id	class_label	class_id_label	division_id	division_label	division_id_label	neighborhood	nt_type_label	nt_type_combo_label	nt.markers	np.markers	combo.markers	top.markers	tentative_anatomical_annotation	max_dissection_region	cluster_size	size.10xv2	size.10xv3	F	M	sex bias	Dark	Light	gene.counts.10xv2	gene.counts.10xv3	umi.counts.10xv2	umi.counts.10xv3	qc.score.10xv2	qc.score.10xv3	taxonomy_id	cell_set_accession.cluster	cell_set_accession.supertype	cell_set_accession.subclass	cell_set_accession.class	cell_set_accession.division
2611	2611 PH-LHA Foxb1 Glut_1	575	PH-LHA Foxb1 Glut_1	0575 PH-LHA Foxb1 Glut_1	142	PH-LHA Foxb1 Glut	142 PH-LHA Foxb1 Glut	15	HY Glut	15 HY Glut	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:23,HEAD-Glut:23	Glut	Glut	Slc17a6:8.8	NA	Nkx2-4,Pax7,Nr4a2	Nkx2-4,Pitx2,Pax7	PH	HY	100	21	79	0.64	0.36		0.05	0.95	4084	6853.17721518987	9802.61904761905	28553.835443038	376.154590102759	399.163956358722	CCN202212150	CS202212150_2611	CS202212150_5714	CS202212150_6247	CS202212150_6362	CS202212150_6377
2612	2612 PH-LHA Foxb1 Glut_1	575	PH-LHA Foxb1 Glut_1	0575 PH-LHA Foxb1 Glut_1	142	PH-LHA Foxb1 Glut	142 PH-LHA Foxb1 Glut	15	HY Glut	15 HY Glut	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:23,HEAD-Glut:23	Glut	Glut	Slc17a6:8.9	Adcyap1:3.9	Foxb1,Pax7	Foxb1,B230323A14Rik,Nkx2-4	PH	HY	110	37	73	0.68	0.32		0.09	0.91	3755.97297297297	6935.69863013699	8588.91891891892	30442.2191780822	364.664687918524	390.35645434067	CCN202212150	CS202212150_2612	CS202212150_5714	CS202212150_6247	CS202212150_6362	CS202212150_6377
2613	2613 PH-LHA Foxb1 Glut_1	575	PH-LHA Foxb1 Glut_1	0575 PH-LHA Foxb1 Glut_1	142	PH-LHA Foxb1 Glut	142 PH-LHA Foxb1 Glut	15	HY Glut	15 HY Glut	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:23,HEAD-Glut:23	Glut	Glut	Slc17a6:8.9	NA	Nkx6-1,Sfta3-ps	Nkx6-1,Lhx4,Pax7	PH	HY	46	14	32	0.49	0.51		0.46	0.54	4572.64285714286	7941.96875	12016.1428571429	43392.0625	385.383254179924	402.996520625337	CCN202212150	CS202212150_2613	CS202212150_5714	CS202212150_6247	CS202212150_6362	CS202212150_6377
2614	2614 PH-LHA Foxb1 Glut_2	576	PH-LHA Foxb1 Glut_2	0576 PH-LHA Foxb1 Glut_2	142	PH-LHA Foxb1 Glut	142 PH-LHA Foxb1 Glut	15	HY Glut	15 HY Glut	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:23,HEAD-Glut:23	Glut	Glut	Slc17a6:8.9	Tac1:4.8	Foxb1,Moxd1,Bmpr1b	Foxb1,B230323A14Rik,Pitx2	LHA	HY	151	35	116	0.57	0.43		0.19	0.81	3705.02857142857	6499.10344827586	8635.11428571429	27804.1379310345	378.014935084213	393.033350064763	CCN202212150	CS202212150_2614	CS202212150_5715	CS202212150_6247	CS202212150_6362	CS202212150_6377
2615	2615 PH-LHA Foxb1 Glut_2	576	PH-LHA Foxb1 Glut_2	0576 PH-LHA Foxb1 Glut_2	142	PH-LHA Foxb1 Glut	142 PH-LHA Foxb1 Glut	15	HY Glut	15 HY Glut	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:23,HEAD-Glut:23	Glut	Glut	Slc17a6:8.4	Adcyap1:5.4,Cck:4.6,Tac1:4.6	Gm43824,Cpa6,Drd2	Gm43824,B230323A14Rik,Foxb1	LHA	HY	170	55	115	0.57	0.43		0.14	0.86	3615.14545454545	6893.52173913043	8170.61818181818	29379.2434782609	354.746448974794	387.69991319338	CCN202212150	CS202212150_2615	CS202212150_5715	CS202212150_6247	CS202212150_6362	CS202212150_6377
2616	2616 PH-LHA Foxb1 Glut_2	576	PH-LHA Foxb1 Glut_2	0576 PH-LHA Foxb1 Glut_2	142	PH-LHA Foxb1 Glut	142 PH-LHA Foxb1 Glut	15	HY Glut	15 HY Glut	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:23,HEAD-Glut:23	Glut	Glut	Slc17a6:8.8	Nts:4.2,Adcyap1:4	Foxb1,Rspo2,Plpp3,Scn5a	Foxb1,B230323A14Rik,Pitx2	LHA	HY	81	24	57	0.6	0.4		0.23	0.77	3937.79166666667	6681.9298245614	9629.20833333333	28866.6140350877	356.801902231244	376.502415204955	CCN202212150	CS202212150_2616	CS202212150_5715	CS202212150_6247	CS202212150_6362	CS202212150_6377
2617	2617 PH-LHA Foxb1 Glut_2	576	PH-LHA Foxb1 Glut_2	0576 PH-LHA Foxb1 Glut_2	142	PH-LHA Foxb1 Glut	142 PH-LHA Foxb1 Glut	15	HY Glut	15 HY Glut	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:23,HEAD-Glut:23	Glut	Glut	Slc17a6:8.7	Adcyap1:6.8,Tac1:3.5	Gm43824,Col5a2	Gm43824,Foxb1,Pitx2	LHA	HY	62	8	54	0.5	0.5		0.42	0.58	3940.875	6965.94444444444	9344.375	30647.3518518519	375.083248713556	396.035033986895	CCN202212150	CS202212150_2617	CS202212150_5715	CS202212150_6247	CS202212150_6362	CS202212150_6377
2618	2618 PH-LHA Foxb1 Glut_3	577	PH-LHA Foxb1 Glut_3	0577 PH-LHA Foxb1 Glut_3	142	PH-LHA Foxb1 Glut	142 PH-LHA Foxb1 Glut	15	HY Glut	15 HY Glut	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:23,HEAD-Glut:23	Glut	Glut	Slc17a6:9.4	Adcyap1:6.5	Unc45b,B230323A14Rik	Unc45b,B230323A14Rik,Foxb1	LHA	HY	325	143	182	0.48	0.52		0.24	0.76	3609.76923076923	7027.60989010989	8518.91608391608	34514.5714285714	375.738536251613	402.801014487425	CCN202212150	CS202212150_2618	CS202212150_5716	CS202212150_6247	CS202212150_6362	CS202212150_6377
2619	2619 PH-LHA Foxb1 Glut_3	577	PH-LHA Foxb1 Glut_3	0577 PH-LHA Foxb1 Glut_3	142	PH-LHA Foxb1 Glut	142 PH-LHA Foxb1 Glut	15	HY Glut	15 HY Glut	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:23,HEAD-Glut:23	Glut	Glut	Slc17a6:8.6	Adcyap1:8.4,Nts:5.7,Pnoc:3.6,Cck:3.1,Tac1:3	Foxb1,Gm13264,Cpa6	Foxb1,B230323A14Rik,9630002D21Rik	LHA	HY	91	38	53	0.58	0.42		0.2	0.8	4432.36842105263	7715.81132075472	11241.2894736842	39281.1886792453	364.747002486364	381.845582679465	CCN202212150	CS202212150_2619	CS202212150_5716	CS202212150_6247	CS202212150_6362	CS202212150_6377
2620	2620 PH-LHA Foxb1 Glut_3	577	PH-LHA Foxb1 Glut_3	0577 PH-LHA Foxb1 Glut_3	142	PH-LHA Foxb1 Glut	142 PH-LHA Foxb1 Glut	15	HY Glut	15 HY Glut	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:23,HEAD-Glut:23	Glut	Glut	Slc17a6:8.8	Tac1:5.6,Adcyap1:4.8,Pnoc:3.1	Foxb1,Gm40663,Npsr1	Foxb1,B230323A14Rik,Gm40663	LHA	HY	181	95	86	0.53	0.47		0.16	0.84	3503.24210526316	6836.6511627907	7866.15789473684	30180.5697674419	342.31129487763	375.08748371197	CCN202212150	CS202212150_2620	CS202212150_5716	CS202212150_6247	CS202212150_6362	CS202212150_6377
2621	2621 PH-LHA Foxb1 Glut_3	577	PH-LHA Foxb1 Glut_3	0577 PH-LHA Foxb1 Glut_3	142	PH-LHA Foxb1 Glut	142 PH-LHA Foxb1 Glut	15	HY Glut	15 HY Glut	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:23,HEAD-Glut:23	Glut	Glut	Slc17a6:8.8	Adcyap1:7,Npy:4.1,Tac1:4,Pnoc:3.6,Cck:3.4,Nts:3.3	Foxb1,Nostrin	Foxb1,B230323A14Rik,Gm40663	LHA	HY	93	35	58	0.59	0.41		0.2	0.8	4144.62857142857	7472.08620689655	10257.9428571429	36480.8103448276	355.785761967882	374.963506352467	CCN202212150	CS202212150_2621	CS202212150_5716	CS202212150_6247	CS202212150_6362	CS202212150_6377
2622	2622 PH-LHA Foxb1 Glut_3	577	PH-LHA Foxb1 Glut_3	0577 PH-LHA Foxb1 Glut_3	142	PH-LHA Foxb1 Glut	142 PH-LHA Foxb1 Glut	15	HY Glut	15 HY Glut	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:23,HEAD-Glut:23	Glut	Glut	Slc17a6:8.9	NA	Foxb1,Qrfprl,Glra2,Rprm	Foxb1,B230323A14Rik,Pitx2	LHA	HY	391	173	218	0.55	0.45		0.23	0.77	3057.46242774566	6158.71559633027	6587.57803468208	24170.8532110092	349.909617991351	389.511350394536	CCN202212150	CS202212150_2622	CS202212150_5716	CS202212150_6247	CS202212150_6362	CS202212150_6377
2623	2623 PH-LHA Foxb1 Glut_3	577	PH-LHA Foxb1 Glut_3	0577 PH-LHA Foxb1 Glut_3	142	PH-LHA Foxb1 Glut	142 PH-LHA Foxb1 Glut	15	HY Glut	15 HY Glut	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:23,HEAD-Glut:23	Glut	Glut	Slc17a6:9.1	NA	Foxb1,Hmcn2,Bche	Foxb1,B230323A14Rik,Nkx2-4	LHA	HY	40	4	36	0.58	0.42		0.31	0.69	3841	6735.33333333333	9080.75	28461.8333333333	362.142092576972	379.756822708002	CCN202212150	CS202212150_2623	CS202212150_5716	CS202212150_6247	CS202212150_6362	CS202212150_6377
2624	2624 PH-LHA Foxb1 Glut_4	578	PH-LHA Foxb1 Glut_4	0578 PH-LHA Foxb1 Glut_4	142	PH-LHA Foxb1 Glut	142 PH-LHA Foxb1 Glut	15	HY Glut	15 HY Glut	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:23,HEAD-Glut:23	Glut	Glut	Slc17a6:8.5	Adcyap1:9,Nts:4.1	Foxb1,Gm12082,9630002D21Rik	Foxb1,B230323A14Rik,Pitx2	LHA	HY	58	17	41	0.53	0.47		0.29	0.71	4732	8179.31707317073	12816.9411764706	46127.7073170732	399.374463381038	396.507310264111	CCN202212150	CS202212150_2624	CS202212150_5717	CS202212150_6247	CS202212150_6362	CS202212150_6377
2625	2625 PH-LHA Foxb1 Glut_4	578	PH-LHA Foxb1 Glut_4	0578 PH-LHA Foxb1 Glut_4	142	PH-LHA Foxb1 Glut	142 PH-LHA Foxb1 Glut	15	HY Glut	15 HY Glut	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:23,HEAD-Glut:23	Glut	Glut	Slc17a6:8.6	Adcyap1:8.4,Nts:5.1	Foxb1,Glis3,Sim1	Foxb1,B230323A14Rik,Pitx2	MMl?	HY	126	51	75	0.5	0.5		0.25	0.75	3878.88235294118	6983.05333333333	9217.64705882353	31191.9466666667	363.98152469392	387.543627289637	CCN202212150	CS202212150_2625	CS202212150_5717	CS202212150_6247	CS202212150_6362	CS202212150_6377
2626	2626 PH-LHA Foxb1 Glut_5	579	PH-LHA Foxb1 Glut_5	0579 PH-LHA Foxb1 Glut_5	142	PH-LHA Foxb1 Glut	142 PH-LHA Foxb1 Glut	15	HY Glut	15 HY Glut	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:23,HEAD-Glut:23	Glut	Glut	Slc17a6:8.4	Cck:5.8,Adcyap1:4.7	Foxb1,C1ql2,Mamdc2	Foxb1,B230323A14Rik,Nkx2-4	LHA	HY	179	72	107	0.62	0.38		0.19	0.81	3890.66666666667	7045.40186915888	9502.91666666667	31790.8598130841	357.559574819617	379.758287235953	CCN202212150	CS202212150_2626	CS202212150_5718	CS202212150_6247	CS202212150_6362	CS202212150_6377
2627	2627 PH-LHA Foxb1 Glut_5	579	PH-LHA Foxb1 Glut_5	0579 PH-LHA Foxb1 Glut_5	142	PH-LHA Foxb1 Glut	142 PH-LHA Foxb1 Glut	15	HY Glut	15 HY Glut	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:23,HEAD-Glut:23	Glut	Glut	Slc17a6:8.3	Adcyap1:7,Cck:5.2	Foxb1,C1ql2,Itga8	Foxb1,Pitx2,B230323A14Rik	LHA	HY	96	45	51	0.55	0.45		0.15	0.85	3807.95555555556	7587.13725490196	8725.02222222222	36511.0392156863	351.324676811963	388.507501221458	CCN202212150	CS202212150_2627	CS202212150_5718	CS202212150_6247	CS202212150_6362	CS202212150_6377
2628	2628 PH-LHA Foxb1 Glut_6	580	PH-LHA Foxb1 Glut_6	0580 PH-LHA Foxb1 Glut_6	142	PH-LHA Foxb1 Glut	142 PH-LHA Foxb1 Glut	15	HY Glut	15 HY Glut	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:23,HEAD-Glut:23	Glut	Glut	Slc17a6:9.6	Tac2:9.3,Adcyap1:7.6	E2f7,Tac2	E2f7,Nppb,Tac2	LM	HY	306	132	174	0.44	0.56		0.17	0.83	3984.09090909091	7898.2816091954	9869.59848484848	41945.3793103448	375.07872635719	412.817912759691	CCN202212150	CS202212150_2628	CS202212150_2628	CS202212150_6247	CS202212150_6362	CS202212150_6377
2629	2629 PH-LHA Foxb1 Glut_7	581	PH-LHA Foxb1 Glut_7	0581 PH-LHA Foxb1 Glut_7	142	PH-LHA Foxb1 Glut	142 PH-LHA Foxb1 Glut	15	HY Glut	15 HY Glut	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:23,HEAD-Glut:23	Glut	Glut	Slc17a6:8.7	Adcyap1:6.9,Pnoc:5.7	Nkx2-4,Samsn1	Nkx2-4,Pitx2,Sim1	LHA	HY	261	93	168	0.58	0.42		0.18	0.82	3658.36559139785	7156.83333333333	8786.05376344086	34057.4464285714	365.568253787589	394.875156553976	CCN202212150	CS202212150_2629	CS202212150_5719	CS202212150_6247	CS202212150_6362	CS202212150_6377
2630	2630 PH-LHA Foxb1 Glut_7	581	PH-LHA Foxb1 Glut_7	0581 PH-LHA Foxb1 Glut_7	142	PH-LHA Foxb1 Glut	142 PH-LHA Foxb1 Glut	15	HY Glut	15 HY Glut	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:23,HEAD-Glut:23	Glut	Glut	Slc17a6:8.8	Adcyap1:7.4,Pnoc:5.7	Foxb1,Cdkn1c,Ebf3	Foxb1,B230323A14Rik,Nkx2-4	LHA	HY	116	48	68	0.72	0.28		0.09	0.91	4044.5625	7417.64705882353	9968.125	35210.3529411765	382.214650423836	397.902907229345	CCN202212150	CS202212150_2630	CS202212150_5719	CS202212150_6247	CS202212150_6362	CS202212150_6377
2631	2631 PM-LHA Foxb1 Glut_1	582	PM-LHA Foxb1 Glut_1	0582 PM-LHA Foxb1 Glut_1	143	PM-LHA Foxb1 Glut	143 PM-LHA Foxb1 Glut	15	HY Glut	15 HY Glut	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:14,HEAD-Glut:14	Glut	Glut	Slc17a6:8.6	Penk:7.2,Tac2:6.7,Pdyn:4.8,Tac1:3.3	Foxb1,Tac2,Esr1	Foxb1,B230323A14Rik,Nkx2-4	LHA	HY	128	56	72	0.6	0.4		0.24	0.76	3908.98214285714	7146.23611111111	9064.875	30103.9722222222	356.789672964822	382.824784317613	CCN202212150	CS202212150_2631	CS202212150_5720	CS202212150_6248	CS202212150_6362	CS202212150_6377
2632	2632 PM-LHA Foxb1 Glut_1	582	PM-LHA Foxb1 Glut_1	0582 PM-LHA Foxb1 Glut_1	143	PM-LHA Foxb1 Glut	143 PM-LHA Foxb1 Glut	15	HY Glut	15 HY Glut	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:14,HEAD-Glut:14	Glut	Glut	Slc17a6:8.5	Adcyap1:4.9,Penk:4.8	Foxb1,Parvg,Rspo2	Foxb1,B230323A14Rik,Parvg	LHA	HY	93	32	61	0.6	0.4		0.2	0.8	3536.1875	6916.32786885246	7570.96875	28746.5737704918	338.013124056704	376.857340588743	CCN202212150	CS202212150_2632	CS202212150_5720	CS202212150_6248	CS202212150_6362	CS202212150_6377
2633	2633 PM-LHA Foxb1 Glut_2	583	PM-LHA Foxb1 Glut_2	0583 PM-LHA Foxb1 Glut_2	143	PM-LHA Foxb1 Glut	143 PM-LHA Foxb1 Glut	15	HY Glut	15 HY Glut	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:14,HEAD-Glut:14	Glut	Glut	Slc17a6:9	Cck:6.7,Penk:6.5,Adcyap1:6.2	Foxb1,Fezf2,Cd44	Foxb1,B230323A14Rik,Gm32341	PMd LHA	HY	121	45	76	0.42	0.58		0.6	0.4	3834.33333333333	7173.11842105263	8890.48888888889	31103.3157894737	372.401149299508	394.018082293716	CCN202212150	CS202212150_2633	CS202212150_5721	CS202212150_6248	CS202212150_6362	CS202212150_6377
2634	2634 PM-LHA Foxb1 Glut_2	583	PM-LHA Foxb1 Glut_2	0583 PM-LHA Foxb1 Glut_2	143	PM-LHA Foxb1 Glut	143 PM-LHA Foxb1 Glut	15	HY Glut	15 HY Glut	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:14,HEAD-Glut:14	Glut	Glut	Slc17a6:8.9	Cck:6.5,Penk:5.4,Adcyap1:3.8,Cartpt:3.3	Foxb1,Smoc2,Nkx2-4,Gm32341	Foxb1,Gm32341,B230323A14Rik	PMd LHA	HY	217	96	121	0.57	0.43		0.18	0.82	3864.08333333333	6932.95041322314	9032.21875	31511.6694214876	360.948343821569	380.178086209933	CCN202212150	CS202212150_2634	CS202212150_5721	CS202212150_6248	CS202212150_6362	CS202212150_6377
2635	2635 PM-LHA Foxb1 Glut_2	583	PM-LHA Foxb1 Glut_2	0583 PM-LHA Foxb1 Glut_2	143	PM-LHA Foxb1 Glut	143 PM-LHA Foxb1 Glut	15	HY Glut	15 HY Glut	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:14,HEAD-Glut:14	Glut	Glut	Slc17a6:9	Penk:5.2,Cck:5	Foxb1,Arhgap28,Emx2,H2-Q2	Foxb1,B230323A14Rik,Nkx2-4	PMd	HY	73	10	63	0.63	0.37		0.44	0.56	3731.5	7225.66666666667	8300	30864.7142857143	332.591689874766	377.715784830197	CCN202212150	CS202212150_2635	CS202212150_5721	CS202212150_6248	CS202212150_6362	CS202212150_6377
2636	2636 PM-LHA Foxb1 Glut_2	583	PM-LHA Foxb1 Glut_2	0583 PM-LHA Foxb1 Glut_2	143	PM-LHA Foxb1 Glut	143 PM-LHA Foxb1 Glut	15	HY Glut	15 HY Glut	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:14,HEAD-Glut:14	Glut	Glut	Slc17a6:8.6	Adcyap1:8,Cck:7.2	B230323A14Rik,Gal,Dlk1,Dkk2	B230323A14Rik,Foxb1,Gm32341	PMd	HY	358	162	196	0.36	0.64		0.41	0.59	4041.91358024691	7647.47959183673	9575.11111111111	36035.8112244898	360.778129658053	388.96951022826	CCN202212150	CS202212150_2636	CS202212150_5721	CS202212150_6248	CS202212150_6362	CS202212150_6377
2637	2637 PM-LHA Foxb1 Glut_2	583	PM-LHA Foxb1 Glut_2	0583 PM-LHA Foxb1 Glut_2	143	PM-LHA Foxb1 Glut	143 PM-LHA Foxb1 Glut	15	HY Glut	15 HY Glut	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:14,HEAD-Glut:14	Glut	Glut	Slc17a6:8.5	Adcyap1:6.5,Cck:6	Foxb1,Pla2g5,Ctxn3	Foxb1,B230323A14Rik,Nkx2-4	PMd	HY	89	32	57	0.54	0.46		0.44	0.56	3666.34375	6981.87719298246	8096.84375	29387.7368421053	348.533686877236	368.883079341909	CCN202212150	CS202212150_2637	CS202212150_5721	CS202212150_6248	CS202212150_6362	CS202212150_6377
2638	2638 PM-LHA Foxb1 Glut_2	583	PM-LHA Foxb1 Glut_2	0583 PM-LHA Foxb1 Glut_2	143	PM-LHA Foxb1 Glut	143 PM-LHA Foxb1 Glut	15	HY Glut	15 HY Glut	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:14,HEAD-Glut:14	Glut	Glut	Slc17a6:8.4	Adcyap1:7,Cck:5.4	Krt73,B230323A14Rik,Chrdl1	Krt73,4833423E24Rik,Gm32341	PMd	HY	107	37	70	0.41	0.59		0.56	0.44	3871.16216216216	7126.54285714286	9214.02702702703	31210.0571428571	359.094947931672	379.290607765412	CCN202212150	CS202212150_2638	CS202212150_5721	CS202212150_6248	CS202212150_6362	CS202212150_6377
2639	2639 PM-LHA Foxb1 Glut_2	583	PM-LHA Foxb1 Glut_2	0583 PM-LHA Foxb1 Glut_2	143	PM-LHA Foxb1 Glut	143 PM-LHA Foxb1 Glut	15	HY Glut	15 HY Glut	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:14,HEAD-Glut:14	Glut	Glut	Slc17a6:8.6	Penk:5.5,Adcyap1:4.3,Cck:3.9,Tac1:3.5	Foxb1,Fezf2,Mctp2,Epha6	Foxb1,B230323A14Rik,Nkx2-4	PMd	HY	288	86	202	0.47	0.53		0.44	0.56	4033.59302325581	7270.55445544554	9655.56976744186	31968.0643564356	354.493314937224	382.860930089664	CCN202212150	CS202212150_2639	CS202212150_5721	CS202212150_6248	CS202212150_6362	CS202212150_6377
2640	2640 PM-LHA Foxb1 Glut_2	583	PM-LHA Foxb1 Glut_2	0583 PM-LHA Foxb1 Glut_2	143	PM-LHA Foxb1 Glut	143 PM-LHA Foxb1 Glut	15	HY Glut	15 HY Glut	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:14,HEAD-Glut:14	Glut	Glut	Slc17a6:8.2	Adcyap1:6.7,Cck:4.9	Gm32341,Snx31,Eya2	Gm32341,Foxb1,Snx31	PMd	HY	74	2	72	0.61	0.39		0.61	0.39	3822	7145.22222222222	8552	30668.4305555556	333.919697114029	376.694183908619	CCN202212150	CS202212150_2640	CS202212150_5721	CS202212150_6248	CS202212150_6362	CS202212150_6377
2641	2641 PM-LHA Foxb1 Glut_2	583	PM-LHA Foxb1 Glut_2	0583 PM-LHA Foxb1 Glut_2	143	PM-LHA Foxb1 Glut	143 PM-LHA Foxb1 Glut	15	HY Glut	15 HY Glut	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:14,HEAD-Glut:14	Glut	Glut	Slc17a6:8.3	Adcyap1:7,Cck:4.7,Tac1:4.3,Pnoc:3.3	Foxb1,Stc2,Klhl14	Foxb1,B230323A14Rik,Nkx2-4	PMd	HY	100	47	53	0.43	0.57		0.41	0.59	3804.08510638298	7051.83018867925	8702.25531914894	29548.1132075472	350.920184398756	373.908662318377	CCN202212150	CS202212150_2641	CS202212150_5721	CS202212150_6248	CS202212150_6362	CS202212150_6377
2642	2642 PM-LHA Foxb1 Glut_3	584	PM-LHA Foxb1 Glut_3	0584 PM-LHA Foxb1 Glut_3	143	PM-LHA Foxb1 Glut	143 PM-LHA Foxb1 Glut	15	HY Glut	15 HY Glut	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:14,HEAD-Glut:14	Glut	Glut	Slc17a6:8.7	Penk:7.1,Cartpt:5.2,Tac1:3.2,Adcyap1:3.1	A730009L09Rik,Foxb1,Has2os	A730009L09Rik,Gm32341,Foxb1	LHA	HY	137	55	82	0.53	0.47		0.17	0.83	3775.43636363636	7333.63414634146	8869.98181818182	34634.9878048781	360.484268609968	398.480412343287	CCN202212150	CS202212150_2642	CS202212150_5722	CS202212150_6248	CS202212150_6362	CS202212150_6377
2643	2643 PM-LHA Foxb1 Glut_3	584	PM-LHA Foxb1 Glut_3	0584 PM-LHA Foxb1 Glut_3	143	PM-LHA Foxb1 Glut	143 PM-LHA Foxb1 Glut	15	HY Glut	15 HY Glut	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:14,HEAD-Glut:14	Glut	Glut	Slc17a6:8.6	Penk:4.3,Tac1:4.3,Adcyap1:3.5	Gm32341,Adamtsl3,Ppp1r17	Gm32341,Foxb1,B230323A14Rik	LHA	HY	76	31	45	0.49	0.51		0.07	0.93	3893.29032258065	7405.35555555556	9180.1935483871	33646.1333333333	352.896557917937	407.125191307201	CCN202212150	CS202212150_2643	CS202212150_5722	CS202212150_6248	CS202212150_6362	CS202212150_6377
2644	2644 PM-LHA Foxb1 Glut_3	584	PM-LHA Foxb1 Glut_3	0584 PM-LHA Foxb1 Glut_3	143	PM-LHA Foxb1 Glut	143 PM-LHA Foxb1 Glut	15	HY Glut	15 HY Glut	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:14,HEAD-Glut:14	Glut	Glut	Slc17a6:8.5	Adcyap1:5.6	Gm32341,Etv1,Irs4	Gm32341,Foxb1,Nkx2-4	LHA	HY	195	74	121	0.57	0.43		0.13	0.87	4143.78378378378	7577.54545454545	10327.8378378378	38421.4380165289	367.421671003128	391.341037521438	CCN202212150	CS202212150_2644	CS202212150_5722	CS202212150_6248	CS202212150_6362	CS202212150_6377
